threshold,f1_score_train,precision_score_train,recall_score_train
0.5701488823342349,0.7637161667885882,0.8953687821612349,0.6658163265306123
0.5801488823342348,0.7604282022886674,0.9027169149868537,0.6568877551020408
0.5901488823342348,0.7540983606557378,0.9068100358422939,0.6454081632653061
0.6001488823342348,0.75046904315197,0.9115770282588879,0.6377551020408163
0.6101488823342348,0.7448015122873346,0.914577530176416,0.6281887755102041
0.6201488823342348,0.7398932112890922,0.920303605313093,0.6186224489795918
0.6301488823342348,0.7295208655332303,0.9254901960784314,0.6020408163265306
0.6401488823342348,0.7243664717348927,0.9317953861584755,0.5924744897959183
0.6501488823342348,0.7215686274509804,0.9368635437881874,0.5867346938775511
0.6601488823342349,0.715697904310004,0.9417273673257024,0.5771683673469388
0.6701488823342349,0.7057884231536926,0.9434364994663821,0.5637755102040817
0.6801488823342349,0.6962843295638126,0.9493392070484582,0.5497448979591837
0.6901488823342349,0.6859942833809717,0.9534619750283768,0.5357142857142857
0.7001488823342349,0.674937965260546,0.96,0.5204081632653061
0.7101488823342348,0.6585468290634188,0.964329643296433,0.5
0.7201488823342348,0.648854961832061,0.9683544303797469,0.48788265306122447
0.7301488823342348,0.632258064516129,0.9709379128137384,0.46875
0.7401488823342348,0.6215277777777778,0.9728260869565217,0.45663265306122447
0.7501488823342348,0.6078947368421052,0.973314606741573,0.4419642857142857
0.7601488823342348,0.5919003115264797,0.979381443298969,0.42410714285714285
0.7701488823342348,0.5763169743358847,0.9800918836140888,0.40816326530612246
0.7801488823342348,0.5625853436504323,0.9825119236883942,0.39413265306122447
0.7901488823342349,0.543608675588371,0.9833055091819699,0.37563775510204084
0.8001488823342349,0.5302889095992545,0.9844290657439446,0.36288265306122447
0.8101488823342349,0.5143935818782445,0.9891107078039928,0.3475765306122449
0.8201488823342349,0.49904580152671757,0.990530303030303,0.3335459183673469
0.8301488823342349,0.4826254826254826,0.9920634920634921,0.31887755102040816
0.8401488823342348,0.46484374999999994,0.9916666666666667,0.30357142857142855
0.8501488823342348,0.4491609081934847,0.9934497816593887,0.29017857142857145
0.8601488823342348,0.42742742742742745,0.9930232558139535,0.27232142857142855
0.8701488823342348,0.41232945932289033,0.9927007299270073,0.2602040816326531
0.8801488823342348,0.3953013278855975,0.9923076923076923,0.24681122448979592
0.8901488823342348,0.37136929460580914,0.9944444444444445,0.22831632653061223
0.9001488823342348,0.3447548761201898,0.993920972644377,0.20854591836734693
0.9101488823342349,0.32012847965738755,0.9966666666666667,0.19068877551020408
0.9201488823342349,0.2927094668117519,0.9962962962962963,0.17155612244897958
0.9301488823342349,0.2614958448753463,0.9957805907172996,0.15051020408163265
0.9401488823342349,0.23111612175873733,0.9951456310679612,0.13073979591836735
0.9501488823342349,0.18926716676283903,0.9939393939393939,0.10459183673469388
0.9601488823342348,0.15637860082304528,1.0,0.08482142857142858
0.9701488823342348,0.10742305371152686,1.0,0.056760204081632654
0.9801488823342348,0.04122423485321673,1.0,0.021045918367346938
0.9901488823342348,0.0038192234245703373,1.0,0.001913265306122449
